1 & 76.5834 & 0 & 0 \\ \hline 
2 & 94.6674 & 0 & 0 \\ \hline 
3 & 0 & 0 & 0 \\ \hline 
4 & 109.142 & -0.0130086 & 0.00015922 \\ \hline 
5 & 107.035 & -0.00894442 & 8.24225e-07 \\ \hline 
6 & 105.492 & -0.00708408 & 1.33493e-05 \\ \hline 
7 & 96.1992 & -0.00724769 & 11.9308 \\ \hline 
8 & 98.279 & -0.00491833 & 1.82152 \\ \hline 
9 & 49.0971 & -0.0127096 & 55.5526 \\ \hline 
10 & 94.9267 & -0.00399965 & 5.86104 \\ \hline 
11 & 102.166 & -0.00463505 & 7.03285e-06 \\ \hline 
12 & 102.1 & -0.00427262 & 1.17733e-06 \\ \hline 
13 & 88.889 & -0.00478508 & 12.4618 \\ \hline 
14 & 95.8496 & -0.00374209 & 5.45295 \\ \hline 
15 & 77.3844 & -0.00529214 & 25.067 \\ \hline 
16 & 100.583 & -0.00404282 & 2.15117e-07 \\ \hline 
17 & 96.9804 & -0.0038156 & 1.44707e-05 \\ \hline 
18 & 99.9379 & -0.00396405 & 2.17298e-05 \\ \hline 
19 & 75.9695 & -0.00514872 & 21.2028 \\ \hline 
20 & 71.233 & -0.00617771 & 28.0456 \\ \hline 
21 & 77.7536 & -0.00547851 & 23.1228 \\ \hline 
22 & 99.7207 & -0.00369463 & 1.71972e-05 \\ \hline 
23 & 98.6427 & -0.00343161 & 1.23854e-06 \\ \hline 
24 & 100.039 & -0.00387015 & 3.2979e-06 \\ \hline 
25 & 82.408 & -0.00501709 & 16.3269 \\ \hline 
26 & 99.6441 & -0.00372218 & 1.05835e-07 \\ \hline 
27 & 93.5772 & -0.00365972 & 5.49534 \\ \hline 
28 & 91.8945 & -0.00409323 & 8.37447 \\ \hline 
29 & 86.8697 & -0.00452968 & 14.2807 \\ \hline 
30 & 84.8415 & -0.00458064 & 15.0535 \\ \hline 
31 & 79.2046 & -0.00520979 & 22.875 \\ \hline 
32 & 77.2896 & -0.00508816 & 23.2359 \\ \hline 
33 & 82.1087 & -0.00533502 & 19.7361 \\ \hline 
34 & 89.4605 & -0.00406 & 10.7605 \\ \hline 
35 & 88.6131 & -0.00375663 & 10.4811 \\ \hline 
36 & 97.2606 & -0.0033744 & 2.02937 \\ \hline 
37 & 86.0419 & -0.00461505 & 14.1821 \\ \hline 
38 & 83.2823 & -0.00477393 & 18.1849 \\ \hline 
39 & 80.9365 & -0.00487184 & 19.3808 \\ \hline 
40 & 86.8735 & -0.00415256 & 13.2762 \\ \hline 
41 & 86.8237 & -0.00428351 & 14.3152 \\ \hline 
42 & 87.9619 & -0.00388999 & 11.4198 \\ \hline 
43 & 83.4599 & -0.00446605 & 16.7767 \\ \hline 
44 & 84.7084 & -0.00409597 & 14.6483 \\ \hline 
45 & 85.7983 & -0.00418715 & 14.7523 \\ \hline 
46 & 78.5469 & -0.0046913 & 22.0838 \\ \hline 
47 & 80.8861 & -0.00455342 & 19.7712 \\ \hline 
48 & 85.9249 & -0.00390414 & 14.0986 \\ \hline 
49 & 84.238 & -0.00427813 & 14.5056 \\ \hline 
50 & 80.7529 & -0.00426804 & 18.3437 \\ \hline 
51 & 81.6971 & -0.00434176 & 16.7262 \\ \hline 
52 & 73.9153 & -0.00529965 & 27.8944 \\ \hline 
53 & 83.048 & -0.00254593 & 7.55929e-09 \\ \hline 
54 & 81.2306 & -0.00447303 & 18.2888 \\ \hline 
55 & 85.9745 & -0.00421353 & 12.3989 \\ \hline 
56 & 80.6208 & -0.00523589 & 22.6337 \\ \hline 
57 & 87.486 & -0.00368434 & 9.59789 \\ \hline 
58 & 81.3392 & -0.00504944 & 21.1264 \\ \hline 
59 & 86.0705 & -0.00417194 & 12.3202 \\ \hline 
60 & 84.3917 & -0.00441815 & 14.8435 \\ \hline 
61 & 77.2549 & -0.0049831 & 23.2266 \\ \hline 
62 & 78.4089 & -0.00232346 & 8.83974e-07 \\ \hline 
