1 & 51.6222 & 0 & 0 \\ \hline 
2 & 87.6722 & 0 & 0 \\ \hline 
3 & 75.2066 & 0 & 0 \\ \hline 
4 & 0 & 0 & 0 \\ \hline 
5 & 115.642 & -0.0227617 & 1.31895e-05 \\ \hline 
6 & 25.9129 & 0.0573538 & 1.84741e-11 \\ \hline 
7 & 92.8515 & -0.0111834 & 8.87529 \\ \hline 
8 & 99.9122 & -0.0071888 & 0.000272534 \\ \hline 
9 & 98.7009 & -0.00673623 & 5.30282e-05 \\ \hline 
10 & 95.7012 & -0.00501738 & 3.87816e-06 \\ \hline 
11 & 99.5796 & -0.00600944 & 5.70812e-05 \\ \hline 
12 & 101.893 & -0.0068082 & 7.35174e-05 \\ \hline 
13 & 98.5639 & -0.00536148 & 4.98004e-05 \\ \hline 
14 & 100.276 & -0.00639663 & 5.58738e-05 \\ \hline 
15 & 99.7085 & -0.00501107 & 5.66326e-05 \\ \hline 
16 & 100.059 & -0.00515426 & 5.60184e-05 \\ \hline 
17 & 98.1727 & -0.00350673 & 4.48953e-05 \\ \hline 
18 & 95.789 & -0.00272249 & 7.85182e-06 \\ \hline 
19 & 99.1342 & -0.00377288 & 5.03733e-05 \\ \hline 
20 & 100.051 & -0.00427194 & 5.98579e-05 \\ \hline 
21 & 99.1343 & -0.00399251 & 4.8361e-05 \\ \hline 
22 & 99.2099 & -0.00426886 & 4.78836e-05 \\ \hline 
23 & 99.6019 & -0.00407383 & 3.86109e-05 \\ \hline 
24 & 99.9645 & -0.00461704 & 5.33197e-05 \\ \hline 
25 & 98.7092 & -0.00440979 & 3.91902e-05 \\ \hline 
26 & 100.775 & -0.00416001 & 6.2126e-05 \\ \hline 
27 & 99.3643 & -0.00397178 & 4.43273e-05 \\ \hline 
28 & 99.8181 & -0.00397622 & 5.15282e-05 \\ \hline 
29 & 97.8789 & -0.00332809 & 2.01511e-05 \\ \hline 
30 & 99.9657 & -0.00359143 & 5.95054e-05 \\ \hline 
31 & 99.7239 & -0.00366359 & 4.3584e-05 \\ \hline 
32 & 98.0351 & -0.00356509 & 4.60719e-07 \\ \hline 
33 & 99.4801 & -0.00364831 & 4.0398e-05 \\ \hline 
34 & 99.3881 & -0.00371637 & 2.09242e-05 \\ \hline 
35 & 101.015 & -0.00372339 & 5.36132e-05 \\ \hline 
36 & 98.1016 & -0.00366948 & 0.766677 \\ \hline 
37 & 100.265 & -0.00380836 & 5.16826e-05 \\ \hline 
38 & 84.1899 & -0.00488329 & 15.3043 \\ \hline 
39 & 98.6384 & -0.00380455 & 4.01091e-07 \\ \hline 
40 & 97.8206 & -0.00349042 & 0.0308864 \\ \hline 
41 & 96.808 & -0.00352197 & 2.07162e-06 \\ \hline 
42 & 86.4983 & -0.00420312 & 11.2017 \\ \hline 
43 & 99.1538 & -0.00374538 & 1.95099e-06 \\ \hline 
44 & 98.6514 & -0.00371103 & 1.79772e-07 \\ \hline 
45 & 96.0939 & -0.00402188 & 2.2359 \\ \hline 
46 & 87.9136 & -0.00497247 & 12.1946 \\ \hline 
47 & 86.9237 & -0.00479709 & 12.3982 \\ \hline 
48 & 97.3443 & -0.00364544 & 2.5916e-07 \\ \hline 
49 & 92.823 & -0.00404197 & 6.66571 \\ \hline 
50 & 72.8505 & -0.00625032 & 24.4329 \\ \hline 
51 & 96.9279 & -0.00346737 & 7.73055e-08 \\ \hline 
52 & 95.0006 & -0.00369719 & 3.85976 \\ \hline 
53 & 83.6568 & -0.00451389 & 15.1452 \\ \hline 
54 & 70.2157 & -0.0064378 & 30.153 \\ \hline 
55 & 75.5933 & -0.00561765 & 23.3705 \\ \hline 
56 & 75.558 & -0.00589872 & 26.069 \\ \hline 
57 & 72.3298 & -0.00582056 & 25.8846 \\ \hline 
58 & 70.319 & -0.00644272 & 30.1952 \\ \hline 
59 & 73.4248 & -0.00540184 & 25.6676 \\ \hline 
60 & 75.9223 & -0.00532469 & 22.5712 \\ \hline 
61 & 90.9427 & -0.00271026 & 1.37682e-07 \\ \hline 
62 & 75.5486 & -0.00468108 & 23.8171 \\ \hline 
63 & 77.8982 & -0.00465535 & 22.7054 \\ \hline 
64 & 78.8414 & -0.00434455 & 20.5445 \\ \hline 
65 & 82.9688 & -0.0039061 & 18.0106 \\ \hline 
66 & 89.8554 & -0.00247545 & 2.51534e-08 \\ \hline 
67 & 77.6047 & -0.00440715 & 21.8361 \\ \hline 
68 & 75.2323 & -0.00463455 & 25.3975 \\ \hline 
